Rw	R	Tu	Tl	Hu	Hl	L	Kw	Altered
0.136745357526	18297.7206185	83823.5457273	102.558425376	1000.34145034	730.692684253	1541.60979957	10149.475655	False
0.0531781294628	14760.8552717	65735.3238483	96.4603855704	1061.24946204	794.09961739	1634.97409553	11976.9788468	False
0.0783881846112	34767.1955751	92410.3906972	106.132594288	1094.13582486	795.838840049	1318.01517436	10138.5668843	False
0.119258635604	40332.8645014	81676.5033805	76.7435291414	1097.93927508	792.923531906	1605.57909249	10689.6116305	False
0.055562797404	40006.1600515	110576.677503	68.3192567187	1041.12787482	743.769022146	1277.32141943	10528.0535153	False
0.0798136534644	32553.3352504	68119.5329268	65.6954201281	1034.72991436	771.027181033	1655.23205221	11751.6565642	False
0.131394884425	18653.3136271	71293.7919283	110.437426105	1023.23241441	737.327170041	1399.97624273	11079.7321598	False
0.100071703084	25306.4105157	69754.2708156	67.1948902313	1020.45682518	777.526558103	1355.5779066	11989.238969	False
0.120954904298	24035.1229307	84536.6227248	99.9787523101	1008.78330378	752.33624777	1583.27203999	11044.5422982	False
0.0960497633218	49379.8528592	89288.7804712	80.652649423	1108.17323641	779.099147441	1591.75482365	11409.7149616	False
0.0912846865927	7247.13143935	110625.371339	101.655209456	1084.64744263	809.849802619	1621.60629858	10658.5308334	False
0.05972771596	38094.8572935	77831.3784077	98.8787985899	1015.70461297	816.884772579	1228.35502454	11656.5674189	False
0.0673489931769	11741.2162569	78642.3831577	104.351256646	1066.97794411	777.736780715	1408.3814419	10387.7129459	False
0.0522383232254	41279.2905655	71832.9492916	88.8957165084	1094.26189035	792.46937672	1617.60923806	10747.4366101	False
0.1276754141	7859.4701567	82475.8891108	73.7380013152	1057.0053008	718.238810923	1460.77899726	10373.5072985	False
0.121107052641	37878.4356766	83737.426975	81.9180996894	1102.94769956	765.231166123	1406.08335497	11950.5511639	False
0.0939062548149	33467.2119691	114105.052377	97.486337837	1026.64926051	760.180818076	1669.71334241	9953.92838467	False
0.0830234703886	23392.4844695	79173.9947862	113.041517297	1014.77130887	796.378996193	1218.07553255	11593.9333793	False
0.0738072647634	20184.9749525	64847.5345155	106.476975913	1059.04576283	765.691254458	1346.01599621	11111.0083823	False
0.148036147484	34142.1670025	109579.843667	91.7846557141	1031.74968678	809.692198506	1618.27398613	10589.7042691	False
0.0614243700567	13252.7380142	97139.0892541	68.6069297512	1034.53096108	804.917175122	1545.62803966	10835.6735218	False
0.0997768943872	47379.5551946	68071.161244	77.3932593296	1091.74261116	705.332120529	1138.2939624	11015.6433923	False
0.0694113680171	14616.0205038	69961.6265815	74.2142143543	1103.57161388	715.819293007	1338.45405493	10864.6842834	False
0.117511774542	10435.2394027	109951.937266	84.8259218229	1093.07271641	794.199123155	1391.047311	10653.1087494	False
0.0577011694721	30767.0669505	79818.8809455	86.7416970864	1074.37817722	812.914736949	1257.12786541	10617.0469713	False
0.0715349924417	12226.3119243	105641.740313	97.3617278734	1094.34934995	815.470091898	1659.52175827	10664.961643	False
0.132772606186	14281.6530897	100252.451666	86.5184195587	1060.20514238	708.990810275	1127.03380576	11810.7480196	False
0.0598965603637	5559.50684952	101972.457719	94.7437733634	1018.96295291	742.952709681	1354.26616823	10717.0240667	False
0.0636025677253	22925.8745383	108718.853541	84.0706026806	1044.44160301	807.643868534	1540.2199043	11853.0042737	False
0.140440805645	17009.4469701	104358.504845	85.7648742751	1017.12687362	807.120811895	1217.20736603	10310.314665	False
0.0767915291952	20136.562763	68330.5566738	105.277208049	1050.01617864	744.359399117	1154.21381024	10804.9838732	False
0.0734757661291	30883.8773334	80212.5350131	85.4994818157	1033.3431181	754.594199906	1279.27100748	10519.697974	False
0.142793415245	41504.6739754	107653.39644	102.526284857	1015.37667901	801.639466123	1122.10130133	10316.5337803	False
0.130718369881	42037.3542498	103682.918717	81.9945045378	1041.57432066	730.172338585	1433.96733668	10406.2432412	False
0.100113502129	46728.9022185	102820.309465	101.983148072	1003.81113537	811.450234745	1537.80041836	10378.5229659	False
0.139597202146	49553.5659984	69626.702179	86.4057478412	1021.1756551	786.21672226	1537.16466214	11974.4554837	False
0.0831288063183	1096.5162572	105307.147939	89.4218754936	1056.82311517	780.628068015	1335.40321087	11251.9842417	False
0.0760856589395	35949.7895562	88025.0624782	101.197149376	993.370880037	743.265042279	1192.25194715	10434.860311	False
0.0976682171963	21797.4792884	111593.456633	95.0571544028	1003.27998883	745.52114342	1174.42877379	10330.3934823	False
0.124365278553	48295.1706869	94138.7448484	88.8599835799	1069.87280568	734.470685374	1331.06566166	11550.7044157	False
0.0820439717355	3897.72211707	74569.271312	90.633669104	1053.64832628	724.0863322	1613.20784999	11350.4478573	False
0.10758825216	3008.12548638	86247.8431253	92.0166594743	1026.5490562	788.968879116	1290.17868282	10187.5023274	False
0.147031967102	31921.7169635	87014.8066689	113.525299733	1009.98225389	787.508190697	1131.93785804	11606.421003	False
0.121080953163	8297.52327867	74840.342909	77.8960329533	1075.45976663	807.030079055	1412.04371285	11741.1042321	False
0.113549666721	26003.3660726	104552.965123	99.8864886428	1001.57965931	781.59423633	1366.20164723	10752.8513184	False
0.06743591082	36574.5443326	70532.3030001	100.967397145	1042.83066835	709.029045661	1386.60143478	10239.8627203	False
0.0809239737939	29170.0689069	91422.1445653	69.309917337	1062.87946098	779.29551511	1132.56654605	10557.122508	False
0.11829813957	31777.9755097	106622.525681	76.9314119474	1023.01438462	761.959105923	1464.03325475	10218.9064697	False
0.139905852214	37630.0238121	106903.849614	66.7012620579	1017.70136914	711.442369547	1631.39217327	11082.6598524	False
0.140748304625	13787.4840161	105095.413666	104.673008153	1074.93965485	806.954489338	1564.27176257	10993.2237192	False
0.090438011837	13676.2611747	89999.7395531	66.5523761639	1102.7649004	737.56963196	1125.56611055	11055.1144088	False
0.0735030166687	19601.0105897	92910.9601658	99.7345732281	1013.1019605	801.056432597	1646.1974478	11906.9638653	False
0.0714694929982	45100.1372606	113761.119054	74.8327383681	1037.16315479	751.241140637	1620.94567419	11529.0875888	False
0.116051211106	15222.8604186	101292.891754	111.433300907	1048.08785305	745.155727096	1611.94669359	10164.1563767	False
0.0661017125224	9424.42984009	111648.206597	107.520293837	1070.72666045	727.050385581	1472.42714241	9951.6229605	False
0.0625397878703	19194.9924413	64136.7105108	68.1725868347	1056.95917796	747.076591104	1578.17365457	10221.695214	False
0.0982251551102	35082.8340471	81821.3804042	75.5494808534	1089.42092025	750.375038309	1300.10558697	10515.0906711	False
0.117460644035	49913.6471925	90464.0070536	98.3778095883	1095.93412191	752.132872266	1170.9490607	9967.27998783	False
0.0503248437851	41326.4777051	101142.138529	74.0142021775	1073.11071456	802.342675039	1158.93081545	10907.8857283	False
0.0935826292199	17279.7619054	106884.322608	103.670013898	1039.47106688	734.166676038	1566.22050721	11625.1467091	False
0.0578618621007	22929.409378	89688.8488007	71.9577360081	1074.68518776	790.345474919	1465.16556975	10023.7370428	False
0.103477371952	40063.9396635	113007.867221	92.9873000298	1028.63530424	799.391041811	1612.45347556	11126.5849078	False
0.0657008194047	8291.87212269	107864.497957	105.11103217	1103.88780722	762.051034271	1292.35880455	11204.0759711	False
0.125672522717	33516.102416	86057.4691593	65.2067679229	1025.62896396	748.100390779	1482.4032082	11453.2728292	False
0.135578493215	3560.37278041	105736.8979	106.912512596	1049.10714428	793.492266389	1531.66313644	11525.5787117	False
0.0821067729583	8144.224654	64179.6700055	68.0695305721	1081.2223576	752.048835542	1272.77113754	11557.6918054	False
0.13060639895	40418.0359474	66040.3903611	64.1405100768	1090.10841334	797.303396997	1458.3575723	11914.1923034	False
0.0702434553295	39107.876979	67601.5120918	93.1452968763	1054.61596493	754.350526405	1155.33827737	9884.71762099	False
0.11512512154	10918.6428006	105406.858362	64.7869926973	1022.26768177	754.763825042	1134.83268012	11018.2013545	False
0.0943013487011	22407.7882607	100560.010521	81.683137391	1057.62244237	703.435668697	1143.21588643	11590.9397993	False
0.063384948208	7288.14483679	74206.2306023	81.2209410965	1101.36445336	753.836697601	1140.44616105	10276.967176	False
0.0650876229136	26945.8564565	101260.823786	81.0999696432	1057.26024193	739.867857323	1601.36231272	11866.2016798	False
0.0612199640181	47095.3393406	73084.697721	75.3667330932	1099.03206759	735.241656627	1658.61720467	10046.7006904	False
0.0798663257176	1499.277436	105974.586846	69.7810843637	1107.97142402	754.110369989	1169.79006582	10983.2463545	False
0.10482940411	17723.1507397	92004.1019591	91.401785439	990.488020318	782.290943324	1475.00907655	11956.0853201	False
0.0535196256232	24802.8168711	114841.82166	101.157883762	1036.43318474	757.508851218	1148.00099523	10056.2817498	False
0.0829802219436	14989.6185315	76632.9614876	96.3749001647	1086.28771117	703.66457871	1169.18803405	10540.181665	False
0.0725440823454	20845.9849716	66832.0397297	94.8793524444	1036.19456481	738.72716591	1395.46281714	9874.04981318	False
0.121746222543	10268.9774856	88486.7849309	106.674086011	1025.19709426	783.773983351	1491.7500517	11570.3627079	False
0.13928535857	41420.3586379	81342.4832223	88.1357898688	1096.06122586	732.211701463	1120.23499575	10575.1995792	False
0.146775233464	7765.71865995	109978.218187	115.993743619	998.867540589	700.724968118	1231.28530485	12033.0292525	False
0.0969632673951	34297.6122681	105230.02595	114.405825274	1042.32575557	747.938951076	1176.38407536	10194.9104608	False
0.0653093852654	13425.8167575	66394.6669504	108.366952936	1057.4150687	813.132510829	1548.62993691	11611.5336782	False
0.0522793951788	31059.6890843	70429.2117158	92.6988638086	997.328258152	755.070385003	1617.0121596	11745.8309581	False
0.131505973359	44879.2368789	64238.4483539	76.4177464722	1029.42243222	770.659573069	1242.42754806	10787.1651314	False
0.147865215342	40708.1919876	77246.1372467	70.3698346118	1011.32723394	717.80579943	1370.42832423	11451.1659691	False
0.0640839917811	8456.19320142	104050.225922	113.836807028	1016.59022663	752.635529717	1414.54768775	11178.814947	False
0.137866412763	24965.7685561	87549.8160001	78.5907605786	1081.36557961	774.343797281	1167.09149437	11821.9764297	False
0.141810097557	20556.8700604	83304.0910664	111.379967731	1004.07008428	779.925193005	1241.83047569	10282.1792217	False
0.137993254188	5757.46897951	108107.549463	94.0307444996	1090.43358224	740.660533549	1197.0676157	10921.7443468	False
0.0545204458181	4812.15219118	78655.0110351	103.640165208	1080.98544216	764.483440394	1319.01122341	11136.0231239	False
0.0803593361887	48806.2592193	91735.5057886	107.357190524	1018.23422325	751.819162167	1358.23128438	10042.8513086	False
0.115209894656	41223.2714867	78446.3998883	113.705373725	1101.57364614	778.913841041	1499.94148263	10918.8015721	False
0.0948464291317	42185.4710715	72636.1737801	91.8623130999	1102.46832822	813.900488242	1477.81336666	12037.179312	False
0.0927296302931	42737.9525288	86687.6516577	96.2747812778	1047.03033133	787.717061259	1202.93475731	10189.3508038	False
0.113196464878	43571.3680183	87687.1792269	87.7928023224	1059.42624308	764.762365078	1143.34683226	11400.9718992	False
0.110997095556	1284.04541903	100147.31652	106.384104312	1014.64765462	728.526289094	1335.60745079	10096.2603127	False
0.134794896179	41388.1790837	76214.2346462	99.6081316768	1019.2308843	707.342313974	1503.88820546	11977.5624072	False
0.0972522030927	37032.0980559	82919.1608558	105.325273459	1015.20205876	808.538810797	1309.93803425	10079.991589	False
0.0843352434259	3255.98139106	86754.6834728	67.8876081513	1026.21385819	796.156963164	1387.43404341	10980.7238129	False
0.140223384621	39468.4607791	106362.796642	113.327491218	1086.97324062	703.231712744	1613.54379533	10099.9034218	False
0.0870378839504	45231.8045713	78523.2028569	87.9526027056	1068.67611451	735.689488402	1247.99907596	10072.8726831	False
0.0518706664016	47977.441444	100694.734542	64.9775064212	1038.47049717	718.515590192	1300.77722979	11864.0811085	False
0.082607385493	48911.5174975	87636.4727358	88.4045327777	1031.32406248	812.440561168	1150.86976655	10490.8443637	False
0.0899835380868	16522.9856317	73448.2085844	113.174487406	1102.32531299	800.4397563	1313.28787138	10153.2991524	False
0.105847024276	9677.05300181	75000.9951355	115.87119009	1002.53884097	729.643694083	1653.28014618	9857.77231199	False
0.0713074837013	39846.2036463	87720.1452422	105.641157428	1019.79977463	797.272244065	1519.28476244	11330.7187655	False
0.101669601764	29851.940761	76428.9169373	88.6951795252	1092.38012377	723.326316293	1624.71461599	11814.5622233	False
0.106259674402	43196.6555428	99781.9011847	87.3933430451	1106.31144177	708.09669553	1354.35102987	11235.1140102	False
0.0616125585723	17025.3897707	92234.4618454	81.5662676764	993.850440722	764.136879127	1350.17499659	11730.4801507	False
0.122516507452	43662.1857782	101019.030509	67.1528978489	1103.04549968	780.463183841	1461.90185904	11417.7183195	False
0.135882511341	25484.5345089	71511.5280687	87.2794625252	1077.64189968	777.936211895	1408.83250223	11434.3527403	False
0.0882428732807	29213.1312556	97310.1260433	90.3210305619	1090.62896059	737.437383146	1120.71935979	10333.3742221	False
0.0951269342607	45354.2074088	65312.4018792	111.754204362	1009.48485115	800.640657104	1590.30140595	10127.5118449	False
0.115071734422	44643.0578953	92792.7376851	85.2588231134	1000.09342118	725.837966757	1353.2025633	10511.0633067	False
0.102725040514	32931.9040295	82114.8211876	99.0401928634	1050.58148289	708.178248112	1475.15264746	10548.1635427	False
0.0763435913758	47285.0303205	74107.2936445	72.585307033	1040.03008024	710.451037618	1145.08379683	11844.2761482	False
0.103175635829	10087.4645391	63208.515812	80.0747396373	999.669207373	727.359339483	1357.973419	11789.4882743	False
0.111281061389	42306.3570071	96856.7067275	78.7734089935	1092.57024435	767.708571244	1121.74273641	11141.8045971	False
0.0691541504841	46234.2870952	90588.7326766	103.886390491	995.340893649	742.439661353	1348.30381486	11553.9004763	False
0.0922470417239	49166.871027	90113.5893409	93.5664096723	1093.23372661	707.588451248	1447.6925226	11623.2650297	False
0.103662441674	44885.291518	106691.192529	65.3441313888	1093.73010409	750.123415547	1562.81699699	11424.0496734	False
0.095912383064	27172.3609702	83575.2017732	88.5982782162	1101.85635593	766.915507958	1158.39299579	10962.3699869	False
0.0706351039319	4474.51033667	91583.2941377	81.2868711682	1072.02691673	714.844335378	1609.92135527	10782.439585	False
0.060046721432	34734.8581095	72174.2267991	78.3873548773	1046.42554035	740.988510503	1297.36426152	11513.8085844	False
0.132865605273	6649.67496393	67952.1844999	81.9603786623	1094.83537348	787.089767342	1224.64182395	10611.9493428	False
0.108808161745	32890.6073231	66911.6985103	98.2997401938	1042.49434768	745.478598053	1146.43868188	10537.685618	False
0.142125986119	35743.9493668	80649.0219023	112.097922618	1028.28829094	811.28554163	1415.91108683	10137.8482722	False
0.0803134391471	29350.7998527	79581.8514398	76.2873791211	1097.40543325	743.144991723	1137.94129607	10392.7970455	False
0.0918687512052	37520.089891	107615.164004	79.681925997	1005.74012206	711.758034353	1373.53020844	10951.0196091	False
0.0602059564944	20378.381797	109691.471703	106.508115093	1100.03018362	729.760564147	1273.88753495	10902.0682012	False
0.0840776788292	41743.3880621	108137.183061	103.588550352	1088.32069364	737.00873705	1639.30725951	11066.1350658	False
0.0744738741945	40964.4820861	74510.4992711	87.303629765	994.767753207	787.337694347	1520.00995523	10198.4908475	False
0.145616539419	41051.2929486	76363.6872666	88.4673508076	1040.28220357	733.494171773	1122.45525541	10801.9215953	False
0.121900108878	3548.2210535	68282.7672163	75.5078394927	1082.65724892	781.620269236	1520.89629942	11757.1435668	False
0.12636948755	21188.4013599	87790.4394231	88.8429638395	1084.09178585	711.636098179	1583.53767835	10790.7935487	False
0.133961237911	1391.39888659	111020.273735	74.7608367136	1080.08754907	751.970670131	1324.80100646	10067.2351869	False
0.0503550396672	40060.305168	63400.1200499	85.3823568141	1036.35918254	788.575471949	1253.60291685	11877.9856376	False
0.0818009205723	38047.6665993	101436.517859	85.9597313814	1008.53575286	707.742567296	1561.53062025	10194.071521	False
0.112971243338	9742.36927407	89604.5290499	86.6139068293	1015.85433883	729.129205923	1260.6278439	10066.610971	False
0.0584728585899	4397.0919419	86818.5703951	98.3330757765	1078.15788188	797.474550236	1216.39730082	10853.7471615	False
0.116122687519	27063.9686669	68630.7375496	98.9793188298	1107.73746092	783.427952927	1574.46293617	11865.6415026	False
0.0677241400472	35438.345773	91524.2333132	79.6186208311	1096.95726197	810.356035639	1656.84352986	11236.8818051	False
0.105786293222	48953.0619154	85643.1341275	78.4691830295	1016.05155413	787.420820868	1213.42797845	9909.31834307	False
0.13029731007	39627.8901073	67845.6684541	65.4994337037	1038.92596761	717.770849992	1459.42311892	11609.4421901	False
0.096515293975	25134.3591845	64547.6947231	100.051813586	1016.7902931	772.712398254	1174.99926895	11064.0974423	False
0.0567733449202	31270.6488141	83098.0421201	106.86750722	1077.15143737	760.266485789	1343.10503167	11398.0262262	False
0.0760722516437	49270.6264763	82107.1153309	101.915615275	1003.69888508	726.873837717	1303.68794151	11879.9424295	False
0.111214001461	3482.00426199	74390.6421889	65.5794170544	1006.80354413	782.33420619	1548.96782236	11655.2010569	False
0.125320643668	36555.6100302	78260.2795758	84.9100634373	990.038061767	776.611141986	1363.37789149	11151.5146531	False
0.147327837547	47710.9544201	95626.0518081	64.3237697047	1032.56630909	712.99706567	1630.25042421	11291.914536	False
0.102042326391	18201.0087192	71639.1048119	107.254448098	1100.42831703	704.286380638	1222.26094982	11789.5526037	False
0.138646348698	32051.1453705	114154.025126	64.0220068014	1068.02490517	708.88665357	1133.98882753	11504.0220049	False
0.071732051547	691.814300209	81235.2828736	70.9249204916	1041.65965988	715.120829066	1263.29119553	10968.0819783	False
0.112373147402	46921.4897171	110715.318763	99.48490037	1017.3471308	725.005462367	1665.69922355	11481.5981657	False
0.0654013787988	8171.54630105	69478.075908	76.8313507312	1109.59306311	734.357355002	1410.94972436	11838.0635276	False
0.138312266701	40534.6746743	72876.5836876	73.5794303222	1003.30455718	818.658284253	1544.26621904	10935.9700761	False
0.0880239480835	8541.18628574	73682.6871219	84.3839336369	1072.51596639	809.470164171	1665.24050391	11566.9213208	False
0.0526857406084	46003.2808873	97225.0869891	106.044666588	1002.21506725	776.710430031	1459.03239477	10563.0728912	False
0.109344718692	32517.0379237	76133.115001	105.457919913	1011.27541667	786.375802905	1454.56739009	11484.3272264	False
0.103113801954	8487.24355636	107487.022661	69.0940663494	1104.76899016	752.501252024	1279.80886974	11213.172802	False
0.10422182097	10573.6610745	77919.0913838	109.073121045	1091.64328837	763.679229271	1575.35719903	11094.0347388	False
0.112530854567	47627.167537	99703.9012942	65.0395361394	1108.48631073	762.78587953	1365.1861887	11708.3983255	False
0.101660512205	5697.49446637	73973.6850271	104.040978381	1033.08428771	737.763824316	1502.79028375	11998.3672765	False
0.0793712486144	31689.4575808	112783.62479	98.0639843139	1075.79239846	723.517787255	1407.66379335	10696.2714299	False
0.0726646187253	6283.12661419	106720.125138	68.5343088997	993.164027864	728.331894986	1595.58806861	10169.5882994	False
0.0754953212031	2793.78207092	91086.3913656	97.0429538713	999.094331538	747.760238893	1210.77174196	10440.6168032	False
0.0570334276021	27717.1504925	115507.843918	81.4437873159	1024.32249428	704.131257286	1163.07656798	10937.3191687	False
0.135726947764	35545.1653234	89743.1657972	95.5539993507	1039.36603786	724.86771331	1207.01668902	11460.5305556	False
0.0989359838791	33981.5154749	66211.207781	71.8594030215	1086.61118086	793.83346202	1655.97922615	11859.1867174	False
0.059007994906	3998.09497284	112245.968577	90.9542487344	994.579575971	747.216893012	1238.76555171	11384.0425191	False
0.0732797702468	47240.7764897	111818.011621	95.9978823834	1029.17756825	704.651607603	1246.75702443	11356.1138884	False
0.086360422972	18357.2348267	81611.8307109	100.875573353	1086.83568257	711.56497102	1518.25670152	10525.087868	False
0.140262276037	36054.5457551	92489.2786156	88.9876017225	1045.87071807	793.943300404	1379.06440596	9998.91130746	False
0.0979510799763	42172.1370364	113882.699368	93.0141647739	1108.03563628	815.323097236	1312.79550732	11261.1244693	False
0.0632195061757	14460.2677965	109186.340369	75.332326403	1000.63803658	762.888255569	1211.05127816	10161.5195717	False
0.103028142562	20700.7663618	113023.910337	85.8649131165	1053.31634807	769.139217336	1410.00158212	11817.1435241	False
0.123489238238	9149.85616671	106228.97384	75.0928913997	1045.43812754	790.524012882	1384.58698676	11192.3522022	False
0.0871360635408	16230.3278978	67112.1618361	79.2994170732	1107.6140027	789.791837911	1604.84019789	10270.675937	False
0.141461075995	24865.2485278	76839.8404804	105.615669331	1077.48480852	744.133141983	1329.62553232	11536.1248491	False
0.0928219725309	34100.327011	90336.8542252	72.83138272	1064.4940882	794.918821753	1327.87826925	11089.5858441	False
0.137827172255	46089.4662759	114551.832531	64.7382293336	1077.27673772	785.700226889	1396.5082587	12005.1126567	False
0.0541065569805	5514.64814579	91803.3150718	105.02430709	1047.66214244	708.443330576	1358.80754262	10985.1091469	False
0.088688262134	43119.4326519	82359.9984459	108.277070177	1082.11203578	753.018457106	1388.06199091	10217.1508911	False
